76
9	0	4
2	2	3
11	1	3
4	3	1
11	3	3
8	2	2
5	1	4
12	2	6
9	2	0
9	0	4
12	3	0
3	1	1
8	3	2
7	3	0
10	3	4
11	2	2
11	0	5
11	0	3
12	3	2
10	0	5
12	0	1
6	2	3
4	2	5
1	0	5
5	2	4
8	2	5
2	1	2
7	2	3
3	1	3
5	3	3
0	0	4
7	3	6
4	2	4
10	1	5
11	0	5
11	3	4
9	2	1
7	2	4
7	0	4
0	0	2
0	2	3
7	2	2
0	3	2
6	1	2
3	1	2
4	2	0
2	2	1
6	0	4
5	3	3
6	1	0
10	0	6
7	0	3
12	1	4
2	1	5
11	2	4
11	2	2
9	0	1
9	0	3
1	1	1
3	1	3
8	2	0
8	3	6
11	2	4
8	3	6
11	0	5
5	2	3
3	1	3
7	2	2
11	2	5
3	2	4
9	2	1
5	2	6
4	3	5
12	2	5
6	3	1
3	2	6
